AAPL.O,ABT.N,ACN.N,ADBE.O,AIG.N,AMGN.O,AMT.N,AMZN.O,AVGO.O,AXP.N,BA.N,BAC.N,BK.N,BKNG.O,BLK.N,BMY.N,BRK_B.N,C.N,CAT.N,CHTR.O,CL.N,CMCSA.O,COF.N,COP.N,COST.O,CRM.N,CSCO.O,CVS.N,CVX.N,DHR.N,DIS.N,DUK.N,EMR.N,EXC.O,F.N,FDX.N,GD.N,GE.N,GILD.O,GM.N,GOOGL.O,GS.N,HD.N,HON.O,IBM.N,INTC.O,JNJ.N,JPM.N,KO.N,LLY.N,LMT.N,LOW.N,MA.N,MCD.N,MDLZ.O,MDT.N,MET.N,META.O,MMM.N,MO.N,MRK.N,MS.N,MSFT.O,NEE.N,NFLX.O,NKE.N,NVDA.O,ORCL.N,PEP.O,PFE.N,PG.N,PM.N,QCOM.O,RTX.N,SBUX.O,SCHW.N,SO.N,SPG.N,T.N,TGT.N,TMO.N,TMUS.O,TSLA.O,TXN.O,UNH.N,UNP.N,UPS.N,USB.N,V.N,VZ.N,WBA.O,WFC.N,WMT.N,XOM.N
46362.6556,20446.7546,421.3331,135409.4771,125.6360,15510.3258,317.0842,34644.0000,766.2621,5057.3018,3069.6579,1087.2736,4314.6032,368.9791,1008.6232,5215.0250,16778.0000,113.3432,4788.7882,511.3700,4075.8665,4442.1031,542.1326,1064.7028,4964.0638,685.7200,20453.9272,3904.2655,129911.6314,12110.2283,8746.2042,1477.6126,3913.1401,1771.6737,592.4394,1889.3692,7165.6097,1753.9494,2498.9258,51.5465,4780.7878,419.3019,22273.0770,2040.0877,1847.2740,7452.4547,23542.9009,4662.8812,9972.1526,15994.2603,1717.4581,27376.4799,3785.2544,21415.2120,109.1482,24454.2070,126.2862,184.1100,4239.8353,18808.5811,10735.5657,551.3184,124320.3395,9308.0760,3017.3230,14256.0785,10198.4278,29395.8306,8459.2434,8196.8593,16562.1731,199.1631,6299.9667,8210.2489,6095.8299,4526.6477,2290.9867,487.1060,1940.4793,26473.7694,6680.0411,128.6300,5025.2500,16179.7999,20292.3761,5164.7507,326.2904,5976.3119,923.9739,2560.8362,12173.7504,4615.2730,67934.3819,7841.5816
46675.0067,20509.9884,429.4940,137158.9621,124.0562,15623.0831,314.2028,35057.7600,767.4762,5157.0248,3052.1339,1079.4578,4330.2181,374.3407,1016.7477,5235.6786,16847.5000,113.1220,4797.6440,506.9700,4111.5492,4474.4058,546.8614,1016.4634,4933.7602,698.2800,20684.9100,3907.7212,127118.8744,11922.5509,8870.4422,1471.0185,3855.0283,1776.0437,598.7461,1891.1185,7177.3128,1769.8998,2514.9832,51.5207,4918.1947,421.4655,22631.5421,2052.8228,1858.6316,7535.7223,24122.5900,4661.4103,10077.6053,16365.5259,1706.2856,27837.7096,3822.1175,21647.1952,110.3561,24835.3115,125.4148,186.9900,4223.6343,18706.9680,10843.4417,553.3353,127355.4198,9319.4043,2938.7818,14131.2674,10400.6717,29692.8361,8537.3741,8336.5108,16695.6976,198.8528,6477.8514,8138.3510,6100.5238,4526.0040,2262.6172,488.6926,1939.4852,26471.5786,6476.2884,128.8100,4990.1000,16235.8144,20422.0908,5211.4825,330.6316,5977.4876,931.8746,2480.4247,12133.6524,4564.4791,67969.0291,7577.2172
44932.7177,19990.4454,410.8946,132245.1623,119.8572,15480.5876,308.5124,33453.8400,731.1703,5004.3590,2898.2345,1055.1417,4221.8895,359.9941,984.4475,5204.0098,16532.5000,111.1308,4655.9508,486.9500,4046.7173,4362.8148,529.9097,1012.6930,4808.2910,680.3200,20270.7339,3894.6661,126344.0054,11488.6041,8561.3263,1467.5274,3748.8384,1763.2978,579.8259,1841.4007,7109.7949,1586.9629,2479.6570,49.2176,4741.4060,410.5820,22261.9445,2008.4103,1819.7486,7289.1220,23950.1098,4523.5205,9941.5867,16229.5291,1718.6139,27727.9591,3709.0492,21279.1038,107.4370,24222.8221,121.1302,180.9500,4099.1423,18588.4194,10721.6053,535.8992,122591.8408,9260.2454,2777.6395,13311.7113,9818.5017,28740.1042,8515.7530,8350.1353,16412.2148,199.3183,6332.6975,8104.0361,5916.6788,4412.0654,2225.4954,480.3342,1918.6091,25906.3492,6146.3805,124.9600,4382.1000,15725.1486,20013.4698,5149.0999,319.1422,5882.2523,892.5934,2437.5057,11994.6460,4439.9843,67258.7627,7579.9806
44866.8087,19947.7198,410.8946,131840.9253,122.8921,15413.6767,306.1273,33160.0800,730.4784,4975.7867,2679.9647,1049.3522,4165.8203,376.4924,978.3161,5219.1557,16479.0000,109.7370,4736.9816,482.0100,4055.2610,4351.0684,498.3307,1031.9887,4811.0696,698.7200,19637.5224,3872.3955,126109.9304,11548.1116,8519.9136,1462.2262,3788.1370,1740.3553,585.3443,1834.5875,7201.3192,1540.0964,2472.4312,50.0198,4567.3546,410.7262,22383.6594,1994.2839,1804.6498,7241.0830,23615.5241,4464.6876,10019.5299,16359.2138,1714.3375,27725.1806,3897.2449,21155.8360,107.4538,24188.7949,121.4570,174.9500,4098.8580,18601.9678,10712.7213,534.8583,128489.6053,9222.4845,2639.5976,13391.2370,9623.5740,28836.5345,8591.9181,8471.0531,16368.0490,197.2237,6408.5950,8075.4404,5847.0524,4414.6402,2217.6486,472.5950,1895.7448,25300.5897,6194.4623,129.8400,4407.5500,15813.8382,20014.6384,5219.6386,324.9828,5836.3982,950.3390,2390.6400,11823.5612,4439.9843,66799.6881,7796.4462
46892.7929,20168.1838,425.4542,136025.7729,124.8045,14753.2410,305.3162,34703.1600,755.8050,5097.6392,2675.8006,1065.5629,4275.0071,386.3008,990.4116,5314.8506,16563.5000,110.6662,4703.3295,461.4900,4081.8974,4081.8797,518.4884,1081.7806,4887.7781,742.9600,20163.2075,3872.3955,130589.6418,11764.1695,8525.8297,1471.4064,3859.2090,1760.3845,576.2784,1904.4687,7237.9290,1530.6443,2471.2269,50.1363,4736.3109,417.5186,23137.6978,2032.4894,1813.7358,7500.4937,23791.8949,4535.2871,10115.8128,17058.1342,1701.7395,28498.9906,4083.2848,21759.3346,111.0943,24306.7558,123.0365,205.7300,4182.1370,18696.8067,11241.9483,547.2602,131397.6569,9250.1758,2793.3198,14032.9648,10337.9604,29368.8301,8722.1359,8602.1892,16784.0292,198.6201,7029.5314,8013.3467,5990.9991,4449.4012,2281.0272,481.4177,1930.5383,25894.2997,6651.5967,132.2900,4387.5500,16416.9281,20427.9338,5273.8652,331.5382,5883.4280,979.4115,2387.6801,11903.7572,4498.7458,67652.8739,8032.2555
45176.2943,19397.4143,407.1802,131194.8086,121.6241,14447.1855,291.8047,29827.5600,723.7550,4893.9914,2582.4547,1032.8520,4137.2941,368.3857,950.4129,5181.9793,16141.5000,107.7604,4661.2643,428.4900,3872.3245,3891.9793,499.4128,1059.2689,4624.4295,703.7600,19506.1011,3691.1589,126457.0071,11495.4704,8255.1685,1424.3420,3770.1600,1703.5744,558.1465,1829.7999,7097.7917,1468.0243,2382.1086,49.0494,4559.9618,400.5771,22294.5997,2070.9089,1766.5685,6980.0709,23402.8418,4388.9401,9874.3415,16763.1875,1664.7929,27469.5594,3916.7543,21328.7533,108.1752,23673.8501,119.2421,200.4700,4099.1423,18822.1295,11255.9087,528.8213,125903.6624,8939.2773,2665.0779,13773.4019,9692.5565,28311.9534,8437.6223,8356.9476,16490.2753,193.9460,6626.3259,7754.3509,5839.2292,4269.8030,2214.9323,456.6135,1874.8688,25046.4555,6580.5451,123.1400,4353.8000,15894.1258,19809.7436,5164.5303,313.7897,5709.4178,945.9892,2284.0824,11334.3657,4345.3682,66258.3265,7852.6351
44924.1209,19313.6721,404.9298,132705.7275,129.1282,14519.0528,292.3616,27937.6800,757.1758,4790.3466,2610.7361,1086.6947,4337.9617,361.9857,964.3037,5249.4476,15934.0000,114.6896,4780.5966,456.2000,3824.0775,3952.6691,522.2955,1140.6658,4499.1910,689.2000,19756.9963,3752.5950,134197.6256,11531.1749,8327.6406,1422.9198,3730.4433,1707.9444,572.7308,1908.0594,7179.1133,1547.5792,2462.7968,51.6889,4655.7090,410.5164,22198.8606,2117.5688,1816.1409,7198.2567,22923.0096,4556.6141,9859.0585,16776.9594,1707.2872,27218.1059,3808.8597,21308.2087,109.4334,23716.9512,122.5463,208.2800,4248.0780,18950.8394,11169.6079,557.3655,125826.5378,9042.4906,2636.5175,13102.9565,9847.7670,28080.5205,8372.7591,8251.3575,15864.7644,193.4999,6718.8260,7869.5509,6061.4079,4496.3928,2235.1531,473.4076,1983.2255,25277.5862,6551.8626,129.5600,4366.4000,15896.9265,19271.0183,5102.5885,313.4584,5789.3684,910.9690,2360.0540,11703.2672,4482.2824,66390.5050,8318.7270
45136.4849,19187.2044,400.9171,129557.9799,129.3568,14652.2551,295.4973,27545.4000,757.3194,4682.2200,2583.4957,1084.0894,4304.5171,365.7057,956.4074,5278.3626,15944.0000,115.3825,4752.2579,459.7700,3861.7704,3915.4721,509.1109,1194.2281,4377.7793,678.8000,19645.4873,3866.2519,137773.3232,11408.9557,8156.0739,1439.3406,3679.4387,1713.7711,560.1174,1935.4042,7189.9162,1540.4902,2455.9724,51.2102,4625.3784,410.3722,21842.6220,2091.4564,1839.5242,7149.8379,22872.4327,4549.2600,9894.2094,17036.9027,1731.4817,26713.8096,3741.4930,21467.4296,110.2722,23467.4185,122.6189,203.7700,4250.0676,19160.8398,11217.8349,552.7066,124637.9114,9121.7886,2533.6161,12645.6839,9759.4485,27960.9469,8373.7419,8351.8384,16022.9396,191.8902,6668.5439,7786.2147,5986.3052,4339.9686,2253.5631,469.8476,1991.1782,24669.6359,6506.2801,126.8000,4328.2500,15739.0199,19461.8899,5060.9266,313.6851,5795.2472,900.2277,2381.2669,11759.4044,4461.2529,65008.2750,8445.8430
43638.4403,18353.2011,389.7331,124886.0597,123.9107,14822.0106,279.7824,26109.3600,734.8909,4510.5059,2313.0008,1052.8259,4250.4155,337.2623,921.3230,5250.8245,15648.0000,111.5156,4567.1712,463.6700,3903.4840,3891.9793,493.8023,1077.8993,4338.3814,654.4000,19498.1362,3795.9843,128539.4676,10957.1566,7911.2956,1432.6171,3528.9333,1701.7536,527.0070,1917.5426,6882.9344,1436.9113,2476.0441,49.5023,4496.0837,405.0354,22044.4905,2075.7247,1818.1565,6951.3210,22996.9297,4480.8666,9874.3415,16596.7779,1690.6825,27238.9446,3535.2970,21185.7969,111.1949,22589.5170,120.0583,196.2100,4331.0727,18717.1293,11122.6501,532.4960,120033.1183,8900.2576,2423.4345,12283.4004,8857.9734,27594.5115,8437.1309,8283.7157,15982.8822,193.6939,6400.0565,7496.1721,5749.2626,4128.1843,2240.2838,457.3488,1943.4615,24558.9999,6157.6869,121.7300,3935.5500,15503.0991,18947.7052,4965.2586,316.3177,5812.8833,856.6411,2398.5332,11721.9796,4402.1701,65768.9362,7779.8658
44341.5456,18243.8236,389.8687,130227.2904,121.9983,14913.0838,272.1065,26126.1600,759.0035,4533.1957,2306.7546,1035.1679,4225.8239,340.8307,928.4281,5252.2014,15626.5000,108.9674,4494.1106,468.2300,3853.2267,3944.8381,485.0259,1086.7709,4361.2548,668.6000,19733.1015,3769.1060,129774.4151,11006.5936,7963.0614,1408.1798,3495.4877,1702.8461,526.2186,1915.6092,6880.8338,1443.6065,2480.0584,50.0716,4571.3707,400.0132,21608.8404,2084.3932,1746.3444,7103.0331,22965.8054,4371.6579,9782.6435,16394.2172,1691.7997,26691.5817,3506.6257,21030.8562,110.5910,22755.1159,118.5402,197.6500,4238.4142,17467.2884,11144.2253,526.6559,122265.1954,8809.6313,2487.2754,12093.4224,9195.0467,27976.3757,8426.8118,8428.4764,15898.6591,191.7738,6489.7104,7491.2700,5621.7446,4157.1517,2209.1981,460.7540,1924.5737,24001.4383,6262.8956,123.0000,4000.2000,15813.2739,19009.6411,4906.8438,317.3289,5803.4774,859.2154,2374.3604,11577.6269,4314.0466,64843.1029,7831.4491
42042.8220,18088.3024,380.8537,125687.9070,121.8320,14908.7470,272.0701,25289.2800,740.3610,4464.8462,2244.9866,1029.6678,4173.6897,345.3590,913.3963,5242.5631,15577.0000,106.5310,4543.2604,448.3500,3857.2473,3899.8102,479.2551,1098.3039,4253.5845,645.0800,19374.6799,3762.5784,131695.4445,10853.7052,7780.4020,1421.1096,3475.4203,1734.1645,505.7217,1907.6911,6810.0150,1426.4746,2431.0835,48.2214,4539.7014,395.4107,21000.2661,2054.9632,1768.2532,6912.5859,22841.3084,4344.0800,9828.4925,16451.0260,1696.7311,26085.8705,3512.4462,20923.8529,109.9870,22832.2442,117.2781,188.7400,4161.3883,17507.9337,11319.3652,517.6662,118204.8113,8836.0640,2329.2132,11920.0123,8690.7432,27397.7936,8386.0266,8421.6641,15674.7488,200.9668,6275.7743,7434.8955,5480.9271,4191.9127,2232.7387,437.3042,1931.5324,23385.8202,6188.7496,123.2800,3670.0000,15479.6010,18937.1878,4935.0593,309.3962,5697.6603,873.1525,2362.0273,11588.3197,4262.9750,64165.0278,7994.4892
40912.1140,18452.3244,381.2197,128722.9984,121.4162,15161.5216,273.0145,25663.3200,746.1835,4293.4123,2136.5458,1015.1940,4211.0689,342.1757,913.4724,5252.8899,15403.0000,104.0723,4494.9962,465.2600,3897.4531,4051.5348,457.4544,1104.5141,4228.3629,641.6800,19231.3112,3772.5618,132946.5350,10965.3961,7713.8459,1420.1312,3481.0996,1681.6430,490.3490,1916.8981,6706.4874,1443.0157,2508.1588,46.0089,4509.3908,392.6046,21499.7423,2075.1858,1797.3296,6914.1999,23066.9592,4340.4029,9859.0585,16744.2513,1674.3088,26631.8441,3462.5410,20903.3082,110.1883,22936.5943,115.0650,191.2400,4251.7729,17670.5146,11527.5024,515.6976,115845.7055,8623.3440,2440.3747,11917.8033,8452.9628,27282.0771,8373.2505,8651.7360,15611.0679,200.4820,6250.6333,7474.1125,5506.9256,4193.8497,2235.7567,447.4039,1960.3612,23799.8836,6257.7780,124.0300,3640.0000,15593.3318,18650.8805,4980.2481,311.4709,5712.9450,862.5908,2370.9071,11537.5289,4186.8684,64104.1749,8030.7815
42217.8808,18778.7479,388.7570,134342.5563,121.7280,15079.7416,281.6832,27133.2000,767.9461,4446.9185,2206.9890,1018.0887,4275.0071,350.3157,936.1875,5218.4673,15518.0000,106.4863,4523.7776,471.3900,3940.1718,4060.3446,469.1778,1141.2203,4324.8139,667.6400,19737.0840,3742.9956,135497.1455,11406.6669,7937.1785,1426.0022,3520.2225,1713.9188,532.1312,1945.3478,6791.1099,1477.8702,2503.7430,49.4376,4637.5266,402.5440,21970.2742,2081.7474,1806.7964,7036.8608,22934.6812,4379.0120,10043.9827,16790.8878,1676.5434,26951.3707,3587.1424,20976.0705,111.3627,23290.4771,115.9978,198.6200,4243.5303,17965.1925,11474.1990,528.4932,118463.4056,8785.7161,2626.9974,12482.2145,9253.0547,27451.7946,8536.3913,8571.0391,15778.4870,202.5378,6400.5308,7510.0615,5955.9882,4236.4662,2243.3718,451.8926,1972.2904,24069.3535,6443.6785,126.3300,3847.9500,15954.2624,18907.9728,5086.7173,313.0711,5714.1208,885.9822,2376.8270,11641.7837,4269.9849,64351.9331,8269.0063
41767.3195,18749.6945,387.9437,133484.3809,121.8943,15230.2520,278.7290,26594.5200,760.6745,4381.9305,2152.3347,1007.6676,4253.3665,341.0023,910.7338,5294.8855,15464.5000,106.0840,4587.0968,463.3400,3956.7567,4098.5204,459.1464,1175.1952,4300.9838,656.4800,19514.0661,3784.0811,139645.9233,11277.5815,7778.1835,1435.5262,3552.6146,1719.0536,514.3935,1930.8928,6835.8218,1469.5997,2498.5244,48.0014,4573.3688,397.8890,21967.3055,2086.3728,1826.1356,6952.9349,23094.1930,4348.4924,10080.6619,17237.1018,1685.7126,27052.7856,3554.0519,20890.4678,110.9433,23549.0837,116.3636,200.0400,4277.6377,18202.2897,11716.6027,524.2936,118635.8018,8825.9944,2611.1772,12436.9291,9022.0680,26888.6413,8622.3842,8699.8108,15932.5538,205.4082,6352.1462,7555.8147,5705.4586,4135.0906,2261.6477,452.2409,2016.0307,24016.7740,6419.3996,126.5500,3621.8500,15837.7119,19056.7747,5023.4530,316.1132,5675.3212,879.6674,2419.2527,11802.1756,4226.9245,64421.4793,8463.4945
42829.1519,19575.1527,394.5863,135734.1921,125.3034,15322.6814,282.0948,27688.4400,793.9386,4533.7560,2291.1391,1041.8258,4386.1613,357.7657,930.6951,5385.0727,15730.0000,114.1084,4717.7202,472.1300,3958.7670,4193.4706,485.0910,1192.1269,4265.6735,654.9200,20151.2601,3815.9510,140469.2216,11396.5964,8034.0545,1426.6545,3634.2259,1743.6272,533.3137,2039.3513,6950.4524,1504.4542,2536.2592,49.2953,4654.4103,410.3853,22335.4187,2141.2320,1871.3055,7165.9775,23190.1594,4492.6332,10053.1525,17353.4053,1699.0041,26955.5384,3652.4612,20684.1655,110.2554,24104.8611,118.8694,202.6200,4329.9358,18371.6448,11802.9035,544.1761,121049.3485,9065.1472,2667.8780,12801.4217,9499.1966,27725.6568,8572.7540,8814.8467,15887.3609,206.1646,6626.3259,7757.6190,5807.8764,4209.9923,2258.6017,467.2937,2044.8595,23679.0984,6600.5395,128.6200,3808.0500,16446.7823,19185.7104,5118.2393,322.0391,5837.5740,907.1945,2414.3195,12013.3584,4377.1350,57093.0525,8571.4401
40412.7658,19267.5285,371.6624,131834.2984,121.1876,15235.8727,279.2254,25707.0000,744.8780,4372.6865,2177.8400,1009.6939,4258.2848,341.7307,900.4793,5302.4584,15332.0000,110.2415,4603.7014,469.5000,3804.9797,4123.9710,460.8385,1163.8331,3734.5407,629.3200,19259.1885,3610.1400,136766.4464,11150.7848,7713.1064,1420.7835,3515.1744,1728.5896,503.7509,1874.2697,6781.2073,1480.8240,2537.8649,46.3583,4471.6473,402.2030,21165.0265,2085.4047,1797.8706,6835.1159,22759.6073,4415.7827,9353.1914,16995.8584,1673.3072,25537.1183,3620.5563,19778.4896,102.2363,23494.6402,115.8149,192.2400,4233.0139,18019.3862,11688.6819,529.4775,115538.0105,8936.7599,2480.6953,12080.1682,8851.7022,26344.7740,8041.5636,8653.4530,14897.2254,205.9318,6188.0178,7566.4360,5615.6461,4085.3714,2248.5500,439.8581,2011.0602,17775.8226,6452.6046,125.2400,3549.0500,16006.8981,18361.8463,4959.5274,302.8546,5772.9080,889.3619,2411.8529,11005.5622,4216.9105,53215.8539,8435.5776
39416.9392,19216.2578,370.9168,130674.6019,120.3561,15286.4591,282.3975,25756.5600,713.0761,4313.8611,2205.9479,997.2464,4261.2358,350.5674,902.3354,5229.4825,15207.5000,111.2697,4577.5768,474.5700,3775.3279,4113.2034,456.5681,1165.2812,3678.2704,622.4000,16614.8334,3576.3502,135789.8920,11412.1599,7627.3231,1421.4358,3504.2368,1736.6586,506.5101,1832.6541,6535.1417,1491.4576,2539.8721,46.7335,4411.0860,404.1306,21356.5047,2072.2815,1753.5121,6780.2413,22557.2997,4350.3310,9169.7955,16482.2805,1639.7509,26098.3737,3580.8908,19603.0042,102.5215,23308.6249,114.1139,191.2900,4219.2330,17304.7075,11687.4127,524.6874,115110.5636,8868.7902,2568.7566,11756.5429,8948.9048,25858.7650,7921.1736,8696.3769,14554.1701,194.9157,6193.7102,7417.6711,5666.8549,4045.9834,2233.6246,425.8115,2009.0720,16876.0873,6554.5999,125.8800,3547.1000,15754.9986,18641.1421,4772.3795,294.3438,5789.3684,877.7107,2422.2127,10983.1150,4205.8950,51755.3845,8481.1753
39485.8149,19352.9797,375.0380,132235.2221,115.6167,15456.9539,295.7516,25821.8400,709.1335,4292.5719,2094.2104,980.1673,4305.5007,352.6507,913.5332,5245.3169,15202.5000,111.2026,4379.6490,479.0300,3775.8305,4112.2246,458.0587,1169.8483,3621.7392,638.6000,17100.6938,3645.0818,136571.1355,11526.1396,7574.0782,1432.9169,3518.5398,1729.3232,492.7141,1849.6870,6406.7075,1481.8086,2562.7538,45.8019,4352.1032,402.2948,21314.2014,2041.0870,1737.5539,6722.1388,22951.5401,4314.6635,9319.5689,17206.5865,1634.0875,25657.9827,3623.5743,20023.3131,102.6557,23258.7184,113.4920,193.5400,4129.3704,17304.7075,11872.7056,520.8159,114846.8197,8964.4513,2608.9371,11928.8485,8724.1892,26472.0621,7970.8038,9008.8627,14563.4141,196.1764,6242.5692,7403.6988,5781.8780,4086.0171,2236.0614,421.1679,2027.9599,17088.3720,6607.0853,126.0400,3319.5000,15960.8419,18920.8274,4708.0130,300.7621,5785.8412,885.0928,2443.4255,11077.7738,4172.8487,51811.8908,8548.1760
41069.9539,19658.8948,384.1750,134776.6141,118.3398,15553.1305,301.9746,25813.6800,687.1619,4455.0420,2152.6818,1038.3521,4395.0142,351.1090,930.3756,5280.4280,15510.0000,117.9530,4519.7925,473.6700,3845.6881,4197.3861,478.6048,1214.4055,3735.2365,641.2800,17263.9748,3669.6563,139744.9374,11586.5626,7826.2517,1445.7027,3574.4898,1756.4642,505.7217,1884.5816,6502.7331,1485.9439,2555.5280,46.5782,4455.2033,415.1583,21228.1104,2039.2584,1773.9332,6778.6273,23420.0989,4581.6181,9606.8891,17422.4965,1668.2988,25874.7051,3755.6131,20373.4279,104.0817,23651.1653,116.9672,196.2300,4145.1610,17653.5791,11908.2413,540.1078,118525.5921,9131.8582,2624.1974,11998.4335,8830.7985,27015.9293,8137.3843,9079.2578,14898.2525,199.5898,6267.2359,7547.5317,5784.2415,4214.5123,2258.6017,417.0275,2061.7592,16927.7836,6607.7994,129.8900,3374.5000,15972.1209,19168.1814,4780.9764,306.6528,5966.9059,923.0260,2450.3320,11399.6134,4388.1505,53289.7467,8737.0808
40280.7542,19443.5579,378.6440,132009.9096,117.4667,15731.1197,312.9921,24984.0000,684.3421,4359.5208,2071.6547,1031.9836,4361.5696,341.6773,940.7822,5310.0314,15458.5000,117.7519,4553.0018,479.0200,3926.0998,4215.9846,470.6684,1219.5296,3806.8138,627.7200,17431.2382,3703.4461,140493.6291,11535.2946,7512.6988,1474.0140,3529.0567,1790.9406,489.5607,1889.7375,6596.3580,1467.4336,2583.2269,45.5561,4234.6969,411.6703,21368.3793,2043.3459,1809.5011,6725.3667,23675.9136,4646.3344,9784.1718,17615.9519,1705.8618,25648.2580,3672.1862,20931.5571,105.6922,23952.8730,116.8391,181.2800,4184.4938,17927.9344,12011.0407,537.8111,118057.2194,9398.7023,2524.7959,11850.4274,8441.9883,26626.3507,8246.4724,9170.2564,15163.2472,206.7852,6096.9409,7660.9543,5729.0934,4128.6336,2305.5100,417.3370,2103.5113,16493.3148,6531.7492,129.2200,3140.8000,15777.5568,19381.6459,4785.3851,306.1604,6001.0025,901.1021,2500.1576,11380.6816,4335.0761,53954.7819,8784.5397
40326.6713,19344.4346,379.0913,133365.0978,117.7993,15801.0663,315.1350,25626.0000,694.0419,4496.2198,2117.8072,1037.4837,4398.9489,357.8707,953.3341,5317.6044,15432.0000,117.7966,4634.0326,487.6100,3894.4377,4277.6533,484.3255,1238.6891,3827.6868,638.6000,17522.8348,3730.3244,142747.8422,11458.3927,7636.1972,1466.3164,3543.3598,1797.9093,500.9917,1881.0829,6603.2599,1467.6305,2609.7216,46.5523,4228.1033,412.9160,21787.7019,2048.5091,1817.4803,6810.9065,23443.5920,4678.6925,9791.8133,17676.4067,1724.2002,26194.2316,3716.0554,20887.8998,104.6353,23941.5306,118.1561,183.8300,4185.6422,18253.0962,11898.0882,539.5828,119375.9388,9413.8067,2629.6574,11950.9390,8871.0382,26934.9278,8302.9820,9221.7651,14914.6863,210.5672,6225.0179,7689.7209,5710.1855,4248.7346,2305.5100,422.5223,2117.4287,17204.9636,6358.5832,131.4400,3294.0000,15979.6403,19402.2912,4792.6594,305.7208,6018.6387,906.4830,2527.7836,11483.4539,4418.1926,53624.4376,8961.3471
41262.2317,19631.5505,395.2370,135386.2831,120.0027,15803.5644,308.3550,26658.6000,718.8855,4632.3585,2216.1847,1061.5102,4491.4134,370.2524,992.6481,5341.7002,15625.0000,120.9035,4715.5063,502.8400,3928.1101,4319.7446,501.2056,1260.4108,4044.0710,649.8400,17917.0986,3755.2829,143708.1207,11522.0199,7809.9825,1477.2756,3643.0601,1803.0440,517.1527,1954.5548,6639.5695,1516.4662,2588.0441,48.4155,4307.5264,424.3633,22473.4612,2077.1220,1851.2901,7017.4933,23422.7092,4759.5879,9826.9642,18047.7718,1725.9339,27163.9253,3771.3500,21237.1585,104.8534,22557.7582,122.3811,191.6300,4221.5298,18459.7095,11715.3336,557.7592,120912.9290,9445.2741,2679.6381,12474.4829,9328.8308,27640.7981,8359.0002,9269.8398,15045.1294,209.5974,6396.2616,7808.0749,5868.5392,4443.7373,2293.3260,433.5120,2119.4169,17950.7101,6428.0876,132.7400,3538.6500,16366.8888,19563.5582,4877.9671,313.6689,6130.3345,927.4285,2515.4506,11640.3169,4566.4003,54767.6027,8992.9864
42943.9446,19942.5927,412.3181,141887.2104,122.6427,15941.5841,315.9462,27635.1600,761.4709,4750.8496,2294.2622,1071.6419,4572.0739,377.6641,1014.0852,5241.8747,15955.5000,119.8530,4807.3855,509.9400,3963.2902,4322.6812,509.4644,1276.5627,4094.2534,660.4000,18167.9938,3764.8823,145083.4348,12198.5741,8084.3413,1492.5402,3718.7819,1828.3512,537.2554,2022.5025,6797.1115,1550.9269,2601.2915,49.9034,4488.3112,430.8541,22892.7837,2112.0813,1883.4770,7190.1869,23635.4531,4826.8781,9885.0396,18624.6833,1735.8351,27733.5161,3856.3937,21560.7365,106.9672,22476.0930,123.8627,195.1300,4292.4437,18435.9998,11813.0565,567.2739,124250.6533,9801.6159,2732.6989,12811.3624,9830.5214,28072.8061,8440.5706,9256.1042,15275.2024,207.4640,6629.6464,7948.6202,6043.4373,4558.0270,2317.0847,440.0903,2116.4346,18384.0789,6811.7901,134.1100,3798.1500,16727.8195,19753.6508,4933.6229,320.9664,6172.6613,946.6842,2535.6768,11821.5208,4595.4410,55845.5682,9081.3901
42943.9446,19942.5927,412.3181,141887.2104,122.6427,15941.5841,315.9462,27635.1600,761.4709,4750.8496,2294.2622,1071.6419,4572.0739,377.6641,1014.0852,5241.8747,15955.5000,119.8530,4807.3855,509.9400,3963.2902,4322.6812,509.4644,1276.5627,4094.2534,660.4000,18167.9938,3764.8823,145083.4348,12198.5741,8084.3413,1492.5402,3718.7819,1828.3512,537.2554,2022.5025,6797.1115,1550.9269,2601.2915,49.9034,4488.3112,430.8541,22892.7837,2112.0813,1883.4770,7190.1869,23635.4531,4826.8781,9885.0396,18624.6833,1735.8351,27733.5161,3856.3937,21560.7365,106.9672,22476.0930,123.8627,195.1300,4292.4437,18435.9998,11813.0565,567.2739,124250.6533,9801.6159,2732.6989,12811.3624,9830.5214,28072.8061,8440.5706,9256.1042,15275.2024,207.4640,6629.6464,7948.6202,6043.4373,4558.0270,2317.0847,440.0903,2116.4346,18384.0789,6811.7901,134.1100,3798.1500,16727.8195,19753.6508,4933.6229,320.9664,6172.6613,946.6842,2535.6768,11821.5208,4595.4410,55845.5682,9081.3901
