AAPL.O,ABT.N,ACN.N,ADBE.O,AIG.N,AMGN.O,AMT.N,AMZN.O,AVGO.O,AXP.N,BA.N,BAC.N,BK.N,BKNG.O,BLK.N,BMY.N,BRK_B.N,C.N,CAT.N,CHTR.O,CL.N,CMCSA.O,COF.N,COP.N,COST.O,CRM.N,CSCO.O,CVS.N,CVX.N,DHR.N,DIS.N,DUK.N,EMR.N,EXC.O,F.N,FDX.N,GD.N,GE.N,GILD.O,GM.N,GOOGL.O,GS.N,HD.N,HON.O,IBM.N,INTC.O,JNJ.N,JPM.N,KO.N,LLY.N,LMT.N,LOW.N,MA.N,MCD.N,MDLZ.O,MDT.N,MET.N,META.O,MMM.N,MO.N,MRK.N,MS.N,MSFT.O,NEE.N,NFLX.O,NKE.N,NVDA.O,ORCL.N,PEP.O,PFE.N,PG.N,PM.N,QCOM.O,RTX.N,SBUX.O,SCHW.N,SO.N,SPG.N,T.N,TGT.N,TMO.N,TMUS.O,TSLA.O,TXN.O,UNH.N,UNP.N,UPS.N,USB.N,V.N,VZ.N,WBA.O,WFC.N,WMT.N,XOM.N
4026.0047,4798.0816,84.5726,13975.9996,64.7561,4638.6141,77.7389,3040.6800,36.9289,1604.8773,1233.9979,315.1325,2237.1049,113.9986,308.1966,2099.1544,5098.0000,85.6645,1476.9614,102.3600,2312.8822,1664.0596,183.3738,507.9283,735.0162,172.7300,6232.9840,1701.4131,65226.7259,2029.5856,3785.6356,616.9523,1772.3490,633.7104,357.5281,813.6942,1677.6958,3011.7866,1425.2800,28.6300,811.2600,164.9037,4191.8938,632.2699,1909.2880,2617.5577,8022.2734,1380.5669,4600.9300,2523.6320,272.9247,4482.5578,524.1983,6572.5904,40.0719,8547.5310,45.6870,25.7400,2317.2459,7003.4008,4179.8402,119.1196,10679.9110,1874.7956,363.9800,2682.1109,150.9219,10853.1706,2884.4706,3459.5738,6044.7021,111.9916,2380.2137,3562.2036,1913.4431,1018.4941,908.9690,416.2696,1588.1747,5783.3726,882.8430,10.4800,36.0100,2521.8784,1864.3825,1259.1108,111.1823,3052.0318,163.3459,1591.9462,9620.2838,2848.9584,25830.9631,5502.9349
4107.6399,4828.1770,84.0945,14237.7596,64.7389,4749.2798,78.1873,3093.0000,37.1781,1624.7511,1241.1681,314.8818,2270.8422,116.3186,308.3550,2135.1006,5128.5000,85.6645,1488.0178,103.2800,2327.1204,1697.8351,184.7053,507.6783,746.3055,176.0600,6206.0661,1718.5362,65682.0229,2045.5065,3817.2330,620.0257,1782.3924,636.5311,357.5281,830.3897,1687.4371,3022.1319,1456.3200,28.2200,810.3100,166.2876,4228.9794,637.3558,1907.6689,2653.6362,8096.3939,1392.8449,4597.4853,2546.0826,274.6513,4490.8677,527.7575,6621.9532,41.7135,8579.2438,46.1072,25.7300,2349.9267,7013.7425,4190.3399,119.7676,10733.1016,1889.1808,362.6000,2978.8445,151.6510,10745.6470,2978.7888,3492.8035,6049.3994,112.6927,2400.9745,3606.9094,1924.5112,1023.1608,913.5708,419.1139,1600.4759,5814.8178,875.1240,10.5400,36.6200,2534.3811,1844.0659,1266.1175,113.5399,3053.8512,165.7164,1599.1230,9763.0866,2853.5609,26237.1658,5572.8372
4122.4908,4843.9414,83.5595,14078.7155,64.5848,4761.5760,77.7083,3072.2400,36.8873,1621.8069,1241.6071,310.8706,2264.4161,115.9402,306.7592,2128.2286,5120.0000,84.2630,1473.7296,102.4400,2326.9170,1718.2239,186.3783,501.8439,748.8616,172.7600,6235.9749,1721.6495,65140.0026,2024.6103,3778.9127,617.1280,1752.2622,630.1376,358.3370,818.0789,1693.2819,3005.3207,1439.3600,28.1600,809.6400,165.7318,4223.5078,634.5585,1895.6155,2631.2427,8090.3018,1385.4210,4606.6711,2548.3734,274.8001,4525.2941,530.2969,6553.2455,41.9240,8530.7418,45.8671,25.1310,2322.3247,7007.5375,4170.2950,118.6336,10698.9077,1889.4289,361.5800,2980.3456,150.8004,10500.3586,2948.1070,3465.7275,6003.2088,113.1478,2391.8689,3576.4632,1901.3688,1021.9941,912.9706,419.6933,1598.7186,5813.9679,860.4925,10.6000,37.5300,2535.8521,1857.6103,1248.3733,113.3389,3062.9481,169.7638,1603.6901,9700.0854,2854.3280,26438.5011,5555.9857
4100.7570,4922.7629,84.8458,14164.8644,65.8525,4852.5678,77.3313,3123.7200,37.1677,1648.0600,1267.5074,307.8621,2274.0553,115.7652,314.7869,2150.4306,5191.0000,84.9069,1479.8531,102.9900,2386.3103,1708.1325,187.9829,503.7609,752.4117,173.5900,6234.4794,1721.3382,65573.6189,2051.9857,3807.1487,623.0112,1741.5910,635.0268,358.8762,823.9813,1712.0339,2989.8027,1464.3200,28.1500,812.4200,166.2195,4258.7695,639.8140,1910.1875,2707.7540,8209.0976,1388.8474,4672.1199,2579.0712,278.9381,4537.1653,546.0837,6570.5892,42.4992,8702.3640,46.3233,25.2050,2342.1982,7106.8178,4237.1114,119.9836,10697.0080,1913.9830,381.2200,2975.8421,151.8941,10596.1219,2989.3949,3519.8795,6059.5770,113.9175,2426.4703,3570.6823,1913.4431,1028.4107,923.1747,419.6143,1614.0951,5830.9654,862.9119,10.6700,37.8600,2581.0826,1884.3604,1269.2114,113.9149,3081.7056,173.3454,1614.1291,9989.8909,2861.2317,26410.2435,5625.2639
4020.2244,4960.0240,85.2328,14135.0437,65.5270,4925.8531,78.3197,3183.6000,37.0120,1647.5693,1261.3616,306.6086,2241.1213,115.8102,312.5455,2155.7169,5158.0000,84.2061,1478.1521,104.2900,2374.1062,1719.6656,187.1635,503.2608,757.1689,175.8800,6229.9931,1711.9983,65145.4228,2051.9857,3796.3921,629.7726,1737.5109,639.9159,356.4496,823.3911,1711.0598,2987.2164,1527.0400,28.0600,802.6600,167.6941,4234.4511,637.1863,1896.9648,2715.8406,8251.7423,1364.0058,4618.1534,2582.7366,281.2303,4532.4168,548.6944,6597.2718,42.7670,8678.1131,45.8190,26.0900,2324.9745,7117.1595,4209.4303,120.3615,10778.6935,1906.7904,380.4800,2924.8019,153.7168,10735.5666,2965.5312,3524.8024,6032.9587,114.2155,2428.6556,3569.1407,1908.7476,1020.8274,927.5765,419.2719,1608.8232,5868.3597,866.0225,10.5300,38.1600,2579.9794,1917.2055,1281.4958,114.4374,3089.0256,174.5876,1596.5133,9920.5896,2836.6850,26413.7757,5653.3497
3936.4549,5061.7754,86.4735,14418.3409,66.5035,5041.9291,78.3809,3197.8800,37.2820,1655.1754,1256.2401,305.3551,2248.3507,114.6939,312.9231,2177.3903,5210.0000,83.7895,1479.3428,104.1800,2400.7518,1729.1392,187.6074,500.9270,753.4058,178.8300,6249.4338,1711.9983,64402.8550,2062.2722,3818.5775,637.4120,1753.5176,648.3779,354.5622,828.0287,1717.1481,2989.8027,1566.0800,27.8200,794.1880,166.9114,4242.3546,638.7121,1918.6428,2716.4626,8278.1414,1355.1541,4643.4143,2601.9800,287.3330,4501.5517,551.8559,6649.9699,43.1404,8760.1932,45.6509,25.5800,2347.4978,7113.0228,4218.9755,118.6876,10867.9778,1926.6321,378.5600,2952.8240,155.9041,10863.2510,2996.5918,3551.8784,6032.9587,115.0969,2438.1255,3600.7431,1910.0891,1031.9107,938.7811,417.5864,1611.8985,5817.3674,881.2300,10.9000,37.8900,2609.3976,1937.1834,1295.8732,115.0669,3104.5805,175.8091,1603.3639,10012.9913,2837.4521,26431.4367,5624.0157
3936.4549,5061.7754,86.4735,14418.3409,66.5035,5041.9291,78.3809,3197.8800,37.2820,1655.1754,1256.2401,305.3551,2248.3507,114.6939,312.9231,2177.3903,5210.0000,83.7895,1479.3428,104.1800,2400.7518,1729.1392,187.6074,500.9270,753.4058,178.8300,6249.4338,1711.9983,64402.8550,2062.2722,3818.5775,637.4120,1753.5176,648.3779,354.5622,828.0287,1717.1481,2989.8027,1566.0800,27.8200,794.1880,166.9114,4242.3546,638.7121,1918.6428,2716.4626,8278.1414,1355.1541,4643.4143,2601.9800,287.3330,4501.5517,551.8559,6649.9699,43.1404,8760.1932,45.6509,25.5800,2347.4978,7113.0228,4218.9755,118.6876,10867.9778,1926.6321,378.5600,2952.8240,155.9041,10863.2510,2996.5918,3551.8784,6032.9587,115.0969,2438.1255,3600.7431,1910.0891,1031.9107,938.7811,417.5864,1611.8985,5817.3674,881.2300,10.9000,37.8900,2609.3976,1937.1834,1295.8732,115.0669,3104.5805,175.8091,1603.3639,10012.9913,2837.4521,26431.4367,5624.0157
3814.1799,5060.3423,86.3369,14373.6098,65.4927,5032.0921,79.2266,3139.3200,36.7004,1650.2682,1247.4603,304.6030,2238.7115,115.9602,308.1479,2174.7472,5173.5000,82.9372,1456.7198,103.7800,2394.2430,1712.3794,183.2714,504.0943,751.2757,175.3900,6229.9931,1697.6772,64831.0510,2050.3266,3811.1824,635.0412,1726.5259,646.1214,347.8214,824.4872,1659.9179,2984.6301,1535.3600,27.8000,801.1900,165.6524,4235.6670,630.0659,1910.3674,2666.0771,8318.7553,1365.7190,4644.5625,2593.7328,282.8081,4454.0670,547.8786,6607.2778,43.2320,8730.3459,45.1947,25.5300,2332.9239,7094.4078,4233.2933,116.9597,10869.8774,1921.6717,364.8600,2915.2944,150.8004,10890.1319,2996.2130,3549.4169,6083.0637,115.1838,2403.8883,3581.0880,1907.4060,1013.8275,935.1796,419.5879,1636.5009,5835.2147,870.1700,11.0500,43.9300,2574.8312,1996.7787,1274.8531,113.1514,3110.0705,173.2316,1605.6474,9863.8885,2832.8496,26643.3686,5665.2081
3822.0233,5176.4249,87.2702,14527.6838,66.8118,5233.2578,80.2253,3159.8640,36.2227,1659.5918,1230.4860,304.6030,2258.7932,117.6519,313.6053,2203.2928,5257.0000,83.5432,1443.7923,103.8000,2418.4478,1750.2852,186.5148,500.4269,764.5531,175.3300,6346.6373,1719.7815,64500.4186,2048.6675,3862.9483,637.6755,1722.7596,652.3269,350.7874,818.9221,1631.6682,3018.2524,1542.4000,27.9300,813.0400,166.3783,4317.7418,629.0487,1928.1776,2669.1873,8395.9219,1378.5681,4675.5645,2588.6929,282.8378,4513.4229,551.3052,6687.9926,43.4011,8829.2152,45.8190,25.4200,2352.1349,7280.5584,4286.7464,117.1757,10942.0646,1938.5371,353.3800,2947.3197,149.1600,11002.6957,3020.4555,3597.4153,6181.7080,117.2074,2413.1761,3583.7857,1954.0262,1009.7442,936.7802,423.9334,1650.5595,5849.6625,905.0782,11.0200,44.3400,2556.8125,2090.5734,1281.4048,112.4146,3120.1354,173.8527,1614.7815,9937.3899,2829.0141,26851.7683,5653.3497
3841.5695,5205.0873,87.1906,14479.6392,64.8246,5155.0540,79.5018,3108.3600,35.6308,1630.3078,1234.4369,296.0791,2203.3676,116.4536,302.3860,2189.4322,5212.0000,80.4939,1430.8649,102.2800,2386.1069,1730.5874,184.9102,494.0924,755.1808,168.5100,6339.7583,1685.2240,63839.1538,2027.0991,3848.8303,629.6848,1724.0150,648.7540,341.8896,811.8391,1665.5192,2974.2847,1524.1600,27.8000,806.2020,162.6692,4277.6163,621.5893,1912.8860,2618.8018,8332.9702,1346.1008,4612.4122,2604.7291,283.0760,4495.6161,543.8197,6620.6191,42.6824,8819.8359,44.6063,26.2500,2333.5863,7201.9615,4329.6998,113.9898,10850.8808,1942.5055,339.4800,2947.8200,147.3494,10886.7718,2990.9100,3572.8007,6115.9451,117.1454,2402.7956,3591.8790,1935.2440,977.0777,934.1792,426.6460,1637.8189,5777.4235,899.7786,10.9600,41.1000,2511.5820,2088.2032,1263.3876,111.6243,3080.7906,170.5402,1598.1444,9723.1858,2812.9053,26844.7039,5612.7814
3790.1695,5238.0490,87.1337,14509.4600,68.6791,5169.3176,80.7702,3107.4000,35.9942,1614.3123,1269.4097,306.1072,2208.9905,116.0886,303.7869,2171.3069,5263.0000,82.5016,1432.0555,104.7500,2394.4464,1722.7249,189.1779,494.3425,760.0090,166.8600,6201.9699,1757.1410,63855.4145,2016.4808,3954.3790,641.1001,1757.2839,666.2422,344.5859,803.1541,1682.3229,2989.8027,1510.4000,27.5900,774.8500,163.1342,4329.9010,623.4542,1882.8426,2623.7782,8235.4967,1395.8074,4691.6396,2603.3545,283.0760,4627.3862,545.5746,6770.7087,42.4851,8699.7871,43.6938,26.8490,2335.1320,7292.9684,4341.1540,117.3917,10862.2788,1982.6850,326.1200,2999.8610,151.0435,10873.3313,3011.3646,3588.8002,6168.3988,117.2447,2398.7892,3611.5342,1949.3307,981.1610,950.1857,445.3447,1672.5523,5886.2070,902.5436,11.2700,41.8300,2579.2440,2095.6526,1270.4853,111.4904,3082.6206,172.1343,1629.4302,10008.7913,2839.7533,27300.3574,5529.7724
3797.0169,5253.8133,86.7466,14635.3699,67.8911,5129.9698,81.0667,3133.6800,36.1189,1604.9611,1276.1409,307.1100,2225.8592,116.0219,309.4635,2176.6379,5256.0000,83.1266,1461.1423,103.5800,2384.8865,1708.2412,190.5435,498.2599,751.1337,165.3300,6322.5721,1761.4996,64305.2913,2008.8489,3975.8922,637.6755,1774.2321,671.5074,345.1251,803.9130,1688.4113,2982.0437,1545.6000,27.5300,777.6500,166.1968,4328.6851,623.3694,1881.9431,2705.8879,8277.1260,1398.6806,4674.4163,2599.6891,284.0286,4614.3279,538.7035,6741.3578,42.4570,8771.0661,44.4142,26.5900,2339.5484,7338.4719,4344.0176,117.3917,11249.8102,1964.0834,338.7200,2996.8586,153.4738,11101.8191,3000.3797,3582.6465,6126.9056,117.3688,2402.4314,3640.0534,1925.5174,989.9109,946.5842,445.3710,1678.7766,5857.3114,903.0045,11.1900,40.5000,2585.8631,2105.4722,1271.4863,111.9190,3082.6206,170.5402,1627.1227,10145.2939,2872.7380,27593.5298,5540.3825
3874.4726,5316.8705,88.5989,14810.9810,68.6963,5324.4955,81.6597,3177.2400,36.7420,1609.3906,1285.0670,308.8649,2298.9567,119.8236,317.6618,2195.8294,5316.5000,85.3425,1472.5389,103.6700,2405.6335,1722.1042,190.3728,502.1773,750.8497,168.7800,6473.3249,1773.3301,64847.3116,2049.9948,4041.1038,639.1682,1791.4942,679.5933,353.7533,825.9207,1705.3518,3049.2884,1591.3600,28.3700,790.1800,169.5317,4358.4752,630.7441,1906.9493,2769.3363,8327.8935,1415.0580,4715.7523,2638.6341,285.7255,4630.9476,545.6359,6770.0416,42.5908,8861.1027,45.2307,27.5700,2377.9704,7375.7021,4470.9686,119.9836,11504.3652,1980.7008,332.1400,3016.8744,155.9041,11333.6670,3032.5767,3682.3354,6203.6289,118.2627,2450.6913,3668.1872,1938.5979,1014.4108,949.3854,449.7428,1697.4494,5852.2121,937.1062,11.5600,41.8600,2629.6227,2113.2603,1285.7726,113.2720,3128.3704,172.8589,1643.6049,10103.2931,2881.9431,27328.6150,5534.7654
3862.3785,5361.4655,89.4848,14979.9654,69.2787,5322.7740,82.1198,3238.2000,37.0016,1617.7575,1295.4564,307.6114,2301.3665,122.3319,321.7670,2201.6934,5336.5000,84.9827,1457.7403,104.8400,2417.2274,1730.1736,187.1635,501.4271,752.6958,166.5100,6538.1486,1798.2364,65557.3583,2055.3039,4070.6843,642.5050,1777.9984,680.3455,365.3473,815.0433,1751.2633,3050.5816,1652.8000,29.7200,790.3900,169.0893,4371.2424,633.2023,1915.2247,2715.2185,8358.3540,1416.7819,4728.3828,2657.4193,289.6550,4610.7666,552.5887,6803.3949,42.7599,8951.1393,44.8825,28.0175,2390.3361,7367.4287,4506.2858,120.2536,10993.3556,1980.2048,346.0200,3062.4102,155.1750,11295.0257,3028.7888,3770.9478,6237.2933,118.6848,2441.4035,3692.8524,1964.5913,1023.1608,952.7867,458.9605,1713.4547,5874.3088,920.6314,11.3100,43.5900,2624.8422,2132.5610,1286.6826,112.9505,3129.2854,173.5111,1665.0317,10220.8953,2877.3406,27476.9673,5568.4683
3822.0944,5341.3258,88.8520,14920.3239,68.7477,5487.5429,82.4777,3274.4400,36.2539,1616.2810,1300.7243,305.1044,2285.3011,123.8519,320.5367,2208.0906,5352.0000,84.8122,1446.6840,105.0600,2407.6675,1738.0361,186.6173,494.7592,753.5478,169.5200,6494.4303,1790.7645,65009.9177,2042.6947,4070.6843,640.7488,1752.2622,681.0977,364.8081,812.2607,1733.3406,3033.7704,1661.7600,29.6200,790.0500,169.1460,4475.8117,629.3878,1901.3723,2696.5572,8400.9986,1408.1623,4716.9006,2634.9687,289.2978,4620.2635,544.1657,6910.1253,43.0488,8853.5996,44.1861,27.4000,2377.7496,7427.4106,4496.7406,117.8236,10938.2653,1971.5240,346.4000,3031.3858,159.0635,11242.9439,3029.9252,3774.6400,6269.3918,119.7276,2428.6556,3687.8423,1981.8642,1007.9942,957.9889,457.3540,1715.6777,5905.7540,916.9447,11.5200,43.7500,2636.6095,2134.2540,1285.4997,112.7093,3118.3054,171.5754,1676.5693,10241.8957,2854.3280,27748.9465,5554.1134
3733.6118,5197.4711,86.5626,14777.8469,66.0923,5335.5621,81.2099,3212.6400,35.0804,1577.3997,1269.7024,300.3411,2195.3349,118.5636,309.2443,2172.3731,5226.0000,84.9827,1399.3967,103.0800,2377.1572,1702.8616,181.2912,477.0892,739.9153,165.1800,6346.6926,1753.0937,63183.3093,1987.9441,3958.4128,634.7777,1681.9582,673.9520,349.1696,798.6008,1674.1714,2949.7145,1621.7600,28.9100,781.9300,166.1288,4391.3051,612.0108,1882.3029,2659.8567,8296.4177,1377.1315,4603.2265,2588.2347,284.1179,4500.3646,532.6492,6814.0679,42.5415,8671.6507,43.2735,26.5200,2335.3529,7199.8931,4434.6969,115.9877,10900.2720,1958.1309,353.0000,2985.8500,155.7826,11021.1764,2989.3949,3747.5640,6235.7275,116.8350,2385.3128,3604.2117,1935.5794,969.4944,947.5846,448.8737,1687.2238,5819.9170,905.3086,11.0500,43.3000,2593.9531,2085.4943,1235.3609,110.3919,3047.8508,166.9586,1669.3171,10210.3951,2805.2344,27717.1567,5398.0814
3790.4363,5236.3118,89.1512,15003.1593,67.7712,5452.1299,82.3959,3268.0800,35.9112,1589.4578,1271.4583,307.8621,2229.8755,120.1169,313.3373,2188.8991,5358.0000,88.3729,1405.1800,104.9100,2427.1941,1713.6209,182.0765,478.7562,749.4297,170.3900,6379.8582,1794.1892,63421.7982,2022.7854,4084.1300,646.0174,1706.4391,676.9607,353.7533,802.2266,1679.0817,2987.2164,1664.3200,29.4700,793.3700,163.4518,4405.2882,620.3178,1906.9493,2726.4153,8472.0731,1393.2215,4865.0213,2619.8489,286.5590,4509.8616,542.7261,6873.4367,43.1615,8750.4327,44.2581,26.9200,2343.9647,7317.7885,4482.4229,117.9856,11006.6532,1976.9805,351.7000,3027.3827,157.4838,11227.8234,3030.3040,3807.8696,6270.9576,117.9027,2396.9680,3642.3657,1964.0882,989.3276,962.9909,459.5136,1686.7792,5811.4183,942.6362,11.0500,45.5900,2628.1518,2126.8046,1270.3943,111.4770,2993.8660,170.4988,1663.3835,10302.7969,2842.8217,27791.3329,5405.5709
3581.9908,5362.9040,88.2423,14877.2494,66.0580,5382.7794,81.5677,3208.8000,33.6524,1578.1379,1268.5317,293.3214,2184.0892,118.1336,305.7968,2175.5717,5258.5000,86.6304,1385.7889,104.0300,2397.0906,1680.7223,180.1304,473.5052,743.8915,167.3500,6220.0602,1781.1133,62229.3535,1982.3031,4079.4240,642.3294,1681.6444,678.2770,348.4955,793.6259,1630.9606,2943.2487,1662.0800,29.2700,782.5600,159.4818,4425.9589,609.3830,1885.9908,2728.2814,8518.7791,1344.3769,4885.6894,2633.1360,284.4751,4462.3768,536.7841,6840.0834,42.0201,8694.1598,43.6457,26.6250,2329.1700,7268.1484,4463.3325,115.9337,10951.5630,1959.8670,338.7200,3047.3984,155.3573,10915.3328,2986.7433,3799.2545,6189.5369,116.7481,2339.4204,3578.3902,1951.0077,960.7445,959.5895,455.0891,1679.6658,5843.7134,938.9495,11.0200,45.4500,2515.9947,2100.3931,1246.0984,110.5393,2962.7562,167.9316,1633.0562,10195.6948,2804.4674,27731.2855,5372.4922
3486.3940,5305.3621,86.9422,14731.4590,65.6812,5285.3936,81.8540,3113.0400,32.5776,1600.5316,1260.1910,286.8032,2144.7290,115.0019,298.8167,2161.7111,5150.0000,85.3993,1377.4005,102.7300,2411.7355,1654.8587,180.2328,477.7560,735.6552,164.1200,6204.9849,1770.5281,62652.1293,1926.2252,4033.0364,643.1197,1673.4841,685.6108,343.7770,774.6537,1620.1579,2931.6102,1627.5200,28.9800,765.9140,157.2132,4406.5041,605.8229,1863.3233,2766.8481,8445.6740,1340.0671,4834.0193,2579.0712,282.8676,4430.3246,531.9243,6798.0584,42.4147,8555.3534,42.6612,25.6900,2318.1292,7173.0047,4444.2421,109.6699,10938.2653,1955.6506,327.6400,3011.3701,152.3801,10792.6886,3077.6525,3764.7941,6252.9511,113.8306,2317.9311,3528.2889,1935.9148,956.0778,957.7888,455.3788,1677.8874,5803.7695,922.5899,11.1900,46.9700,2494.6665,2021.1585,1296.3282,110.3384,2952.6912,167.0828,1678.2175,10229.2955,2782.2219,27254.4388,5406.1951
3472.8770,5351.3956,85.9873,14824.2347,66.6062,5478.1978,82.8662,3123.8400,32.4634,1654.6701,1287.1156,292.3186,2168.0238,113.9286,304.7370,2193.6970,5264.0000,85.2857,1376.8870,103.0400,2449.1726,1678.4463,191.7726,479.1730,741.6194,163.5200,6168.8043,1812.8808,62820.1556,1961.0665,4138.5851,652.7788,1678.5058,689.7478,348.6303,779.0384,1644.9550,2812.6388,1701.4400,29.1500,799.8700,157.3493,4498.9143,628.7944,1709.0583,2791.7298,8578.6847,1357.0190,4898.3198,2630.8451,286.6185,4525.2941,532.9044,6665.3124,44.6481,8634.1354,42.7452,25.7300,2334.2488,7243.3283,4533.0124,111.1279,11308.6998,1986.1573,326.7400,3048.3992,152.7447,10876.6914,3135.2282,3822.6383,6375.0821,114.1534,2328.4936,3592.6498,1958.8895,956.0778,970.5940,463.8064,1701.8953,5867.5098,922.0139,11.1200,47.8300,2518.9366,2033.0099,1327.1758,111.1689,2974.6511,169.7224,1722.3898,10363.6980,2814.4395,27653.5772,5457.9977
3545.2638,5306.8007,86.2174,14754.6529,66.1437,5578.5347,82.8355,3162.6000,32.7957,1640.3972,1272.1900,293.8228,2180.8761,115.1452,305.1634,2235.2786,5251.0000,85.5130,1415.9184,103.8500,2463.2883,1674.7220,189.0072,478.3395,746.6606,161.2800,6208.0000,1816.3190,63183.3093,1957.4165,4168.8379,652.2519,1688.2354,689.5597,352.1355,779.9659,1629.4875,2760.9121,1729.6000,29.2500,800.1140,158.2568,4490.4028,632.2699,1689.5391,2846.4696,8613.2066,1360.4669,4905.2091,2638.1759,285.3385,4493.1068,533.0576,6625.2885,44.4297,8639.7627,42.9734,25.9700,2336.2361,7297.1051,4574.0567,111.8299,11713.3282,1981.9409,348.7400,3070.4165,152.9877,10925.4131,3158.3343,3806.6389,6372.7334,115.2335,2352.1683,3608.4510,1966.7713,957.8278,969.7936,462.1999,1721.9019,5872.6090,921.0922,11.4200,50.1900,2560.1221,2005.2439,1341.6442,111.5305,2970.9911,169.2773,1720.4119,10441.3995,2817.5078,27540.5468,5497.9419
3611.6036,5352.8342,87.7821,14867.3092,69.5871,5546.0728,83.7352,3226.8000,33.6161,1659.8379,1290.3349,302.5974,2212.2036,117.0586,316.0904,2255.0032,5334.0000,87.9941,1439.7140,104.4100,2484.1550,1692.5162,192.3530,481.5901,761.5000,164.3200,6304.4818,1813.5059,63676.5477,1960.7347,4207.8304,653.3934,1714.9132,693.3206,360.2244,785.6154,1647.4102,2780.3096,1706.5600,29.8500,807.9000,162.1361,4461.2207,633.7109,1723.5403,2908.0519,8676.1582,1384.0273,4902.9127,2672.5391,288.9405,4531.2547,542.1340,6654.6394,44.8947,8739.1781,45.3147,25.9800,2371.3459,7348.8136,4641.8276,116.6897,11625.9437,1986.9014,433.9800,3086.4291,156.9977,10906.9325,3185.6070,3825.0998,6461.9830,116.2018,2380.2137,3579.9318,1991.9262,967.7444,973.3951,463.6220,1733.9059,5922.7514,929.0416,11.6900,51.0100,2625.5777,1982.2185,1341.5532,112.1735,3003.0160,171.4822,1724.6973,10420.3991,2848.1913,27936.1530,5573.4613
3605.6632,5253.5744,89.5193,14801.0408,71.2659,5160.9562,82.8151,3225.3600,33.8757,1659.0996,1329.1122,308.6142,2237.1049,116.8002,315.1036,2209.6899,5337.5000,89.2441,1434.2358,103.0500,2411.9400,1682.9983,194.8112,485.5908,765.6182,163.6400,6147.6989,1799.7530,64110.1640,1989.6032,4164.1319,656.1155,1735.0000,698.7739,359.4155,796.4928,1761.0839,2839.7953,1618.2400,30.4500,813.4540,163.2590,4455.1410,634.3042,1724.4398,2943.5084,8568.5312,1399.8299,4839.7604,2568.0750,290.8160,4495.4911,543.1754,6738.6896,44.3311,8701.6629,46.0111,26.1100,2381.9451,7348.8136,4576.9203,115.8257,12066.6657,1998.0623,433.4400,3078.9232,162.3444,10923.7330,3118.9403,3766.0249,6081.9780,116.7605,2403.8883,3545.6317,2006.6836,970.6611,960.9901,465.7289,1646.7660,5924.4512,935.4933,11.7700,50.4300,2648.3768,1990.6837,1340.3702,111.8520,3033.2108,172.9314,1707.5558,10300.6968,2864.3001,27561.7400,5581.5750
3631.6122,5249.2588,91.2681,14926.9507,72.4309,5344.4153,85.7187,3296.4000,33.8861,1676.5716,1341.4039,311.8734,2243.5658,118.5369,321.0727,2144.1189,5373.5000,89.2252,1446.7328,101.1100,2443.0354,1686.3089,194.7088,486.5077,774.8485,163.0400,6223.0753,1811.0054,64234.8287,2005.5306,4168.1656,659.8036,1738.4525,699.3380,363.1903,795.1436,1805.2767,2838.5022,1645.7600,30.7100,809.1000,164.2005,4460.6127,631.7613,1744.5887,2908.6740,8652.8052,1407.8749,4862.7249,2585.4857,292.5426,4505.0280,546.3608,6733.3531,44.6411,8821.7117,46.7196,26.1400,2315.9210,7433.6156,4519.6491,115.7177,12135.0536,1995.0861,427.5000,3105.9445,163.6810,10843.0903,3137.1222,3724.1801,6039.3916,117.4930,2274.2240,3549.8710,2029.1553,977.0777,962.1906,463.5430,1657.4362,6006.0388,923.0507,11.9500,52.0000,2655.7314,2009.3072,1348.7418,114.4240,3047.8508,174.6911,1754.3652,10437.1994,2887.3127,27780.7363,5496.6936
3710.0905,5244.9431,90.4972,14880.5628,70.0154,5330.6436,84.8292,3057.7200,33.3461,1667.2204,1358.6708,311.3720,2252.4497,116.8652,321.3163,2147.3175,5355.0000,88.8653,1449.6430,101.6400,2434.2387,1711.9656,195.1185,491.0085,775.8425,162.8400,6232.1204,1804.4415,65064.1198,1988.9396,4159.4259,657.3449,1708.6361,701.9707,368.5829,794.1318,1799.6299,2872.1245,1644.1600,30.5000,801.4200,163.4632,4459.3968,626.4210,1747.8270,2911.1621,8642.6517,1404.4271,4834.0193,2586.8602,294.6265,4494.2989,546.5548,6730.0177,44.4650,8696.0356,46.2633,26.8500,2291.8521,7460.5040,4569.2841,115.8260,12078.0637,1997.5663,431.1000,3096.9374,162.9520,10872.9953,3125.3797,3703.2578,6080.4007,118.3248,2240.7153,3512.8731,2012.3854,975.9110,959.3894,462.5159,1646.7660,5993.2907,934.6868,11.8900,51.2000,2649.0606,2014.0477,1342.3721,114.8124,3031.3808,173.1074,1767.8806,10346.8977,2905.7227,27918.4920,5492.3247
